city	state	zip	latitude	longitude	avgMurderCount	avgNegligentManSlaughter	avgForcibleSexOffense	avgNonForcibleSexOffense	avgRobbery	avgAggravatedAssault	avgBurglary	avgVehicleTheft	avgArson	avgWeaponOffense	avgDrugViolations	avgLiquorViolations
Laurel Springs	NJ	08021	39.810485	-74.99574	0	0	0	0	0	0	0	0	0	0	0	0
Laurinburg	NC	28352	34.779227	-79.45745	0	0	0	0	0	0	50	0	16.67	0	0	0
Laveen	AZ	85339	33.352795	-112.16752	0	0	0	0	0	0	66.67	0	0	0	0	0
Lavista	NE	68128	41.183458	-96.05318	0	0	0	0	0	0	0	0	0	0	0	0
Lawndale	CA	90260	33.888364	-118.35355	0	0	0	0	0	0	0	0	0	0	0	0
Lawrence	KS	66045	38.952526	-95.275623	0	0	550	0	200	216.67	4266.67	283.33	116.67	100	4650	3433.33
Lawrence	KS	66046	38.932303	-95.22513	0	0	33.33	0	0	33.33	150	16.67	0	5.56	44.44	55.56
Lawrence	MA	01841	42.71159	-71.16667	0	0	0	0	0	0	0	0	0	0	0	0
Lawrence	NY	11559	40.61579	-73.73126	0	0	0	0	16.67	0	0	33.33	0	0	0	0
Lawrenceburg	KY	40342	38.012479	-84.94075	0	0	0	0	16.67	0	0	0	0	0	16.67	0
Lawrenceburg	TN	38464	35.259613	-87.37522	0	0	0	0	0	0	0	0	0	0	4.76	0
Lawrenceville	GA	30043	34.001159	-84.01487	0	0	50	0	16.67	16.67	66.67	8.33	8.33	141.67	1025	400
Lawrenceville	GA	30044	33.91967	-84.07482	0	0	0	0	0	0	0	0	0	0	0	0
Lawrenceville	NJ	08648	40.276782	-74.72951	0	0	188.89	0	11.11	55.56	1300	66.67	22.22	0	766.67	2188.89
Lawrenceville	VA	23868	36.722176	-77.81269	0	0	66.67	0	33.33	166.67	766.67	0	0	100	400	66.67
Lawton	OK	73501	34.608348	-98.39414	0	0	0	0	0	8.33	0	0	0	0	0	0
Lawton	OK	73505	34.613973	-98.46255	0	0	5.56	0	11.11	44.44	294.44	22.22	5.56	0	11.11	0
Layton	UT	84041	41.07221	-111.97625	0	0	0	0	0	0	14.29	9.52	0	0	0	0
Le Mars	IA	51031	42.79728	-96.17167	0	0	0	0	0	0	0	0	0	0	0	0
Leachville	AR	72438	35.941576	-90.22683	0	0	0	0	0	0	0	0	0	0	0	0
Leander	TX	78641	30.547001	-97.87006	0	0	0	33.33	33.33	0	33.33	0	0	0	533.33	0
Leavenworth	KS	66048	39.298776	-94.93555	0	0	8.33	0	0	0	25	8.33	0	0	0	0
Lebanon	IL	62254	38.601648	-89.81317	0	0	83.33	0	33.33	50	500	0	0	33.33	183.33	150
Lebanon	MO	65536	37.678528	-92.64733	0	0	0	0	0	0	8.33	0	0	0	0	0
Lebanon	NH	03766	43.642945	-72.24403	0	0	0	0	0	0	0	0	0	0	0	0
Lebanon	OH	45036	39.440152	-84.22175	0	0	0	0	0	0	0	0	16.67	0	250	0
Lebanon	OR	97355	44.527304	-122.85512	0	0	0	0	0	0	0	0	0	0	0	0
Lebanon	PA	17042	40.31977	-76.42344	0	0	0	0	0	6.67	0	0	0	53.33	66.67	0
Lebanon	TN	37087	36.240331	-86.29271	0	0	8.33	0	25	0	425	8.33	0	8.33	16.67	225
Lecanto	FL	34461	28.848776	-82.48108	0	0	0	0	0	0	0	0	0	0	0	0
Lees Summit	MO	64081	38.908657	-94.40285	0	0	16.67	0	16.67	0	250	0	0	0	16.67	0
Lee'S Summit	MO	64084	39.378901	-94.07822	0	0	0	0	0	0	0	0	0	0	0	0
Lee'S Summit	MO	64086	38.92811	-94.32392	0	0	0	0	0	0	0	0	0	0	0	0
Leesburg	FL	34748	28.797245	-81.88466	0	0	0	0	0	0	0	0	0	0	0	0
Leesburg	FL	34788	28.857425	-81.7845	0	0	11.11	0	0	0	22.22	0	0	0	0	0
Leesvile	LA	71446	31.138723	-93.22745	0	0	0	0	0	0	0	0	0	0	0	0
Leesville	LA	71497	31.747563	-93.079055	0	0	0	0	0	0	0	0	0	0	0	0
Lehman	PA	18627	41.316584	-76.021037	0	0	0	0	0	0	0	0	0	0	0	0
Leicester	MA	01524	42.238942	-71.91908	0	0	16.67	0	0	66.67	350	0	0	0	0	0
Lemoore	CA	93245	36.312075	-119.80349	0	0	0	0	0	16.67	83.33	66.67	0	0	50	33.33
Lenexa	KS	66202	39.023105	-94.66658	0	0	0	0	0	0	0	0	0	0	0	0
Lenexa	KS	66214	38.961756	-94.71498	0	0	0	0	0	0	33.33	0	0	0	11.11	0
Lenexa	KS	66215	38.961006	-94.74145	0	0	0	0	0	0	55.56	11.11	0	0	0	0
Lenoir City	TN	37771	35.815524	-84.29301	0	0	0	0	0	0	0	0	0	0	0	0
Leominster	MA	01453	42.526523	-71.75358	0	0	0	0	0	0	16.67	0	0	0	0	0
Leonardtown	MD	20650	38.269283	-76.64336	0	0	0	0	0	0	0	0	0	33.33	16.67	0
Leroy	WV	25252	38.884	-81.53807	0	0	0	0	0	0	33.33	16.67	0	0	0	0
Lester	PA	19029	39.866912	-75.29156	0	0	0	0	0	0	0	0	0	0	0	0
Levelland	TX	79336	33.609208	-102.41478	0	0	0	0	16.67	66.67	566.67	0	0	16.67	100	83.33
Levittown	NY	11756	40.724883	-73.51739	0	0	0	0	157.14	0	0	0	0	0	4.76	0
Levittown	PA	19054	40.166859	-74.82066	0	0	0	0	0	0	0	0	0	0	0	0
Levittown	PA	19153	39.898985	-75.23221	0	0	0	0	0	0	0	0	0	0	0	0
Lewes	DE	19958	38.746207	-75.16282	0	0	6.67	0	6.67	6.67	13.33	20	0	0	0	0
Lewisburg	PA	17837	40.965348	-76.9139	0	0	391.67	0	0	158.33	558.33	0	58.33	8.33	133.33	2075
Lewisburg	TN	37091	35.461359	-86.7792	0	0	0	0	0	0	0	0	0	0	0	0
Lewisburg	TN	37901	36.032334	-83.884804	0	0	0	0	0	0	0	0	0	0	0	0
Lewisburg	WV	24901	37.80848	-80.44493	0	0	0	0	0	0	16.67	0	0	0	0	0
Lewiston	ID	83501	46.388753	-116.98484	0	0	25	0	0	8.33	58.33	8.33	0	0	58.33	100
Lewiston	ME	04240	44.094773	-70.19141	0	0	100	0	4.17	12.5	429.17	4.17	8.33	8.33	62.5	120.83
Lewiston	ME	04243	44.197009	-70.239485	0	0	0	0	0	0	16.67	0	0	0	0	0
Lewistown	PA	17044	40.595359	-77.5774	0	0	0	0	0	0	0	0	0	0	0	0
Lewisville	TX	75067	33.020118	-97.00771	0	0	0	0	0	0	0	0	0	0	0	0
Lexington	KY	40502	38.017219	-84.4859	0	0	0	0	16.67	0	83.33	16.67	0	0	0	0
Lexington	KY	40503	38.007898	-84.53452	0	0	0	0	0	0	6.67	6.67	0	0	0	0
Lexington	KY	40504	38.039322	-84.54259	0	0	0	16.67	0	0	0	0	0	0	0	0
Lexington	KY	40505	38.058477	-84.46109	0	0	16.67	0	0	16.67	50	0	0	0	0	0
Lexington	KY	40506	38.028712	-84.507471	0	0	558.33	0	425	500	2566.67	983.33	83.33	350	4441.67	875
Lexington	KY	40508	38.051727	-84.49336	0	0	58.33	0	33.33	25	308.33	8.33	16.67	25	25	541.67
Lexington	KY	40509	38.005199	-84.40954	5.56	0	5.56	0	16.67	11.11	11.11	0	0	0	0	0
Lexington	KY	40511	38.105283	-84.50775	0	0	16.67	0	8.33	33.33	58.33	8.33	0	0	8.33	0
Lexington	KY	40514	37.984907	-84.56691	0	0	0	0	0	0	0	11.11	0	0	0	0
Lexington	KY	40517	37.985128	-84.48874	0	0	0	0	33.33	0	0	16.67	0	0	0	0
Lexington	MO	64067	39.176165	-93.86963	0	0	5.56	11.11	0	16.67	0	0	0	0	11.11	5.56
Lexington	SC	29072	33.991362	-81.25047	0	0	0	0	0	0	0	0	0	0	0	0
Lexington	TN	38351	35.658409	-88.40535	0	0	0	0	0	0	8.33	0	0	0	16.67	0
Lexington	VA	24450	37.794344	-79.47658	0	0	108.33	0	0	58.33	1466.67	33.33	16.67	0	33.33	91.67
Lexington Park	MD	20653	38.234838	-76.44889	0	0	0	0	0	0	0	0	0	0	0	0
Libby	MT	59923	48.309374	-115.3286	0	0	0	0	0	0	0	0	0	0	0	0
Liberal	KS	67905	37.021641	-100.938049	0	0	83.33	0	16.67	0	116.67	0	0	0	100	0
Liberty	MO	64068	39.246179	-94.41763	0	0	22.22	0	0	44.44	255.56	0	0	0	11.11	0
Liberty	NY	12754	41.798476	-74.7361	0	0	0	0	0	0	0	0	0	0	66.67	0
Libertyville	IL	60048	42.290922	-87.95169	0	0	0	0	0	0	0	0	0	0	0	0
Lihue	HI	96766	21.98081	-159.37746	0	0	16.67	0	0	33.33	66.67	16.67	0	0	0	0
Lilburn	GA	30047	33.872371	-84.11655	0	0	0	0	0	0	16.67	0	0	0	0	0
Lillington	NC	27546	35.396654	-78.83852	0	0	0	0	0	0	16.67	0	0	0	0	0
Lima	OH	45801	40.759451	-84.08458	0	0	0	0	0	0	0	0	0	0	0	0
Lima	OH	45804	40.72255	-84.08979	0	0	0	0	0	0	0	0	0	0	16.67	0
Lima	OH	45805	40.739517	-84.14468	0	0	0	0	16.67	16.67	1166.67	33.33	0	0	0	133.33
Lima	OH	45806	40.668448	-84.1331	0	0	0	0	0	8.33	0	0	0	8.33	33.33	0
Lincoln	IL	62656	40.149927	-89.36746	0	0	0	0	0	41.67	41.67	0	0	16.67	175	175
Lincoln	NE	68501	40.865142	-96.823133	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	NE	68504	40.8442	-96.65563	0	0	58.33	0	0	41.67	100	16.67	0	0	41.67	58.33
Lincoln	NE	68506	40.785557	-96.64599	0	0	0	0	0	16.67	58.33	8.33	0	0	25	8.33
Lincoln	NE	68508	40.814191	-96.70744	0	0	16.67	0	0	16.67	16.67	0	0	0	100	66.67
Lincoln	NE	68510	40.807106	-96.65634	0	0	0	0	16.67	0	16.67	0	0	0	0	0
Lincoln	NE	68516	40.749224	-96.64566	0	0	0	0	0	0	16.67	0	0	0	0	0
Lincoln	NE	68520	40.798632	-96.59023	0	0	66.67	0	0	66.67	0	0	0	0	0	50
Lincoln	NE	68521	40.855645	-96.71298	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	NE	68526	40.740833	-96.59122	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	NE	68588	40.820645	-96.692843	0	0	216.67	0	100	183.33	1133.33	200	150	133.33	7750	28600
Lincoln	RI	02865	41.905666	-71.43023	0	0	0	0	0	16.67	0	0	0	0	8.33	0
Lincoln University	PA	19352	39.783675	-75.8944	0	0	183.33	0	133.33	416.67	566.67	100	50	66.67	2433.33	3600
Lincolnshire	IL	60069	42.188074	-87.92717	0	0	0	0	0	0	0	0	0	0	0	0
Lincolnton	NC	28093	35.484822	-81.239543	0	0	0	0	0	16.67	0	0	0	33.33	83.33	16.67
Lincroft	NJ	07738	40.337374	-74.12059	0	0	0	0	16.67	16.67	283.33	33.33	0	33.33	283.33	50
Lindon	UT	84042	40.338552	-111.7162	0	0	0	0	0	0	16.67	0	0	0	0	0
Lindsborg	KS	67456	38.590743	-97.67156	0	0	50	0	0	116.67	583.33	0	16.67	0	183.33	83.33
Linn	MO	65051	38.477953	-91.81695	0	0	0	0	0	0	16.67	0	0	0	33.33	16.67
Linthicum	MD	21090	39.209529	-76.66177	0	0	0	0	0	0	0	0	0	0	0	0
Linwood	NJ	08221	39.348616	-74.57387	0	0	0	0	0	0	0	0	0	0	0	0
Lisbon	OH	44432	40.757793	-80.7642	0	0	0	0	0	0	0	0	0	0	16.67	0
Lisle	IL	60532	41.789079	-88.08536	0	0	27.78	0	5.56	5.56	211.11	11.11	5.56	0	94.44	177.78
Litchfield	IL	62056	39.179875	-89.65721	0	0	0	0	0	0	0	0	0	0	0	0
Litchfield Park	AZ	85309	33.533985	-112.37688	0	0	0	0	0	0	0	0	0	0	0	0
Lithonia	GA	30038	33.676358	-84.15381	0	0	0	0	0	0	0	0	0	0	0	0
Lithonia	GA	30058	33.750257	-84.0964	0	0	0	0	0	0	0	0	0	0	0	0
Lithonia	GA	30135	33.701554	-84.73756	0	0	0	0	0	0	0	0	0	0	0	0
Little Rock	AR	72201	34.745692	-92.27987	0	0	0	0	0	16.67	0	0	0	0	0	16.67
Little Rock	AR	72202	34.739224	-92.27765	4.76	0	52.38	0	4.76	100	404.76	28.57	9.52	19.05	209.52	85.71
Little Rock	AR	72204	34.729159	-92.34019	0	0	33.33	0	66.67	41.67	333.33	191.67	0	125	466.67	275
Little Rock	AR	72205	34.752391	-92.3355	0	0	26.67	6.67	26.67	126.67	126.67	133.33	6.67	20	413.33	26.67
Little Rock	AR	72206	34.690671	-92.26865	0	0	0	0	0	0	16.67	0	0	0	0	0
Little Rock	AR	72209	34.674192	-92.35557	0	0	0	0	0	11.11	0	0	0	0	0	0
Little Rock	AR	72210	34.71542	-92.47087	0	0	0	0	0	0	16.67	0	0	0	16.67	0
Little Rock	AR	72211	34.749723	-92.41345	0	0	0	0	26.67	0	53.33	6.67	0	0	0	0
Little Rock	AR	72212	34.783505	-92.40807	0	0	0	0	33.33	33.33	0	0	0	0	0	0
Little Rock	AR	72227	34.771024	-92.37117	0	0	0	0	0	0	0	0	0	0	0	0
Little Rock Afb	AR	72099	34.908539	-92.11722	0	0	0	0	0	0	0	0	0	0	0	0
Little Rock Air Force Base	AR	72099	34.908539	-92.11722	0	0	0	0	0	0	0	0	0	0	0	0
Little Rock, Ar	AR	72209	34.674192	-92.35557	0	0	0	0	0	0	16.67	0	0	0	0	0
Littleton	CO	80120	39.599687	-105.00658	0	0	0	0	0	0	25	83.33	8.33	16.67	83.33	33.33
Littleton	CO	80123	39.616114	-105.07393	0	0	0	0	0	0	0	0	0	0	0	0
Littleton	NH	03561	44.313606	-71.79751	0	0	0	0	0	0	0	0	0	0	0	0
Live Oak	FL	32064	30.331517	-82.957151	0	0	0	0	0	0	16.67	0	0	0	0	0
Livermore	CA	94551	37.680181	-121.921498	0	0	41.67	0	0	0	0	16.67	8.33	16.67	0	0
Liverpool	NY	13088	43.105917	-76.19365	0	0	8.33	0	0	0	0	0	0	0	0	0
Liverpool	NY	13090	43.152017	-76.22068	0	0	0	0	5.56	0	0	0	0	5.56	22.22	0
Livingston	AL	35470	32.558949	-88.12485	0	0	0	0	16.67	0	216.67	0	0	0	133.33	100
Livingston	TN	38570	36.376289	-85.32585	0	0	0	0	0	0	0	0	0	0	0	0
Livonia	MI	48150	42.365936	-83.36513	0	0	22.22	0	0	0	122.22	55.56	0	0	0	0
Livonia	MI	48152	42.427835	-83.36299	0	0	0	0	0	0	0	88.89	0	0	22.22	0
Loch Sheldrake	NY	12759	41.780299	-74.65618	0	0	50	0	0	16.67	183.33	33.33	66.67	116.67	433.33	16.67
Lock Haven	PA	17745	41.146432	-77.42658	0	0	300	0	33.33	0	1050	33.33	0	0	433.33	4716.67
Lockhart	TX	78644	29.872165	-97.68093	0	0	33.33	0	33.33	100	33.33	0	0	0	133.33	0
Lockport	NY	14094	43.160857	-78.68756	0	0	0	0	33.33	0	0	0	0	0	0	0
Locust	NC	28097	35.267185	-80.4268	0	0	0	0	0	0	0	0	0	0	0	0
Locust Grove	VA	22508	38.326624	-77.76987	0	0	0	0	0	0	0	0	0	0	0	0
Lodi	NJ	07644	40.877999	-74.08265	0	0	0	0	0	50	166.67	16.67	0	0	83.33	0
Logan	OH	43138	39.530972	-82.40801	0	0	0	0	0	0	66.67	0	0	0	0	0
Logan	UT	84321	41.730637	-111.78042	0	0	0	0	0	0	0	0	0	0	22.22	22.22
Logan	UT	84322	41.641189	-111.896571	0	0	377.78	0	0	66.67	1111.11	77.78	0	22.22	1100	3155.56
Logan	WV	25601	37.833826	-82.00011	0	0	0	0	0	0	0	0	0	0	0	0
Logansport	IN	46947	40.754787	-86.36684	0	0	0	0	0	0	0	0	0	0	0	0
Loma Linda	CA	92354	34.050764	-117.25327	0	0	66.67	0	83.33	1700	1350	1783.33	16.67	16.67	66.67	0
Lombard	IL	60148	41.875429	-88.01723	0	0	0	0	9.52	4.76	19.05	0	0	0	0	0
Lompoc	CA	93436	34.639682	-120.4471	0	0	0	0	0	0	0	16.67	0	0	0	0
London	KY	40741	37.143828	-84.07839	0	0	0	0	0	0	0	0	0	0	0	0
London	KY	40744	37.060576	-84.071	0	0	0	0	0	0	88.89	0	0	0	0	22.22
Lone Tree	CO	80124	39.543478	-104.89644	0	0	0	0	0	0	0	0	0	0	0	0
Long Beach	CA	90802	33.769018	-118.19225	0	0	0	0	0	0	0	0	0	0	0	0
Long Beach	CA	90806	33.801767	-118.1858	0	0	16.67	0	0	16.67	83.33	183.33	0	16.67	116.67	33.33
Long Beach	CA	90808	33.823316	-118.11329	0	0	0	0	66.67	16.67	550	1666.67	0	100	400	66.67
Long Beach	CA	90810	33.816217	-118.21495	0	0	0	0	0	83.33	50	50	0	0	0	0
Long Beach	CA	90813	33.781011	-118.19197	0	0	0	0	0	0	0	0	0	0	16.67	0
Long Beach	CA	90815	33.795049	-118.11824	0	0	0	0	16.67	0	16.67	0	0	0	0	0
Long Beach	CA	90840	33.784266	-118.115698	0	0	216.67	16.67	83.33	116.67	2166.67	1683.33	50	266.67	2966.67	1000
Long Beach	MS	39560	30.356147	-89.16346	0	0	0	0	0	0	0	0	0	0	0	0
Long Beach	NY	11561	40.588154	-73.66517	0	0	0	0	0	0	0	0	0	0	0	0
Long Island City	NY	11101	40.745341	-73.93907	0	0	16.67	0	20.83	50	137.5	0	8.33	20.83	37.5	8.33
Longmeadow	MA	01106	42.050395	-72.5712	0	0	16.67	0	0	0	150	0	0	0	0	0
Longmont	CO	80501	40.171484	-105.10033	0	0	0	0	0	0	0	0	0	11.11	11.11	22.22
Longview	TX	75601	32.505248	-94.73172	0	0	0	0	0	0	0	0	0	0	0	0
Longview	TX	75605	32.557684	-94.74353	0	0	0	0	0	0	0	0	0	0	0	0
Longview	TX	75607	32.51121	-94.783493	0	0	0	0	0	16.67	216.67	100	16.67	0	16.67	16.67
Longview	WA	98632	46.156082	-122.98043	0	0	0	0	0	0	58.33	58.33	8.33	0	8.33	0
Longwood	FL	32750	28.703674	-81.35384	0	0	0	0	0	0	66.67	0	0	0	0	0
Longwood	FL	32779	28.704874	-81.41711	0	0	0	0	0	0	33.33	0	0	0	0	0
Lookout Mountain	GA	30750	34.957134	-85.37183	0	0	0	0	0	0	500	0	0	0	0	0
Lorain	OH	44052	41.459218	-82.1691	0	0	0	0	0	0	22.22	0	11.11	0	0	0
Loretto	PA	15940	40.506799	-78.62996	0	0	50	0	0	0	766.67	0	33.33	0	66.67	483.33
Lorida	FL	33857	27.397067	-81.1411	0	0	0	0	0	0	0	0	0	0	0	0
Los Alamitos	CA	90720	33.794028	-118.07218	0	0	0	0	0	0	0	0	0	0	0	0
Los Alamos	NM	87544	35.86849	-106.29536	0	0	16.67	0	0	0	66.67	0	0	0	66.67	16.67
Los Alimitos	CA	90720	33.794028	-118.07218	0	0	0	0	0	0	0	0	0	0	0	0
Los Altos Hills	CA	94022	37.37714	-122.12412	0	0	33.33	16.67	16.67	0	550	100	0	0	100	0
Los Angeles	CA	90004	34.07711	-118.30755	0	0	0	0	0	16.67	16.67	0	0	16.67	0	0
Los Angeles	CA	90006	34.048351	-118.2943	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90007	34.026448	-118.2829	0	0	0	0	0	8.33	350	8.33	0	0	0	0
Los Angeles	CA	90008	34.009754	-118.33705	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90010	34.062709	-118.31481	0	0	0	0	3.7	3.7	3.7	3.7	0	0	0	1.85
Los Angeles	CA	90013	34.044662	-118.24255	0	0	0	0	0	0	33.33	0	0	0	0	0
Los Angeles	CA	90015	34.038993	-118.26516	3.03	0	27.27	0	33.33	112.12	396.97	90.91	3.03	87.88	357.58	57.58
Los Angeles	CA	90017	34.052561	-118.26434	0	0	0	0	4.17	0	0	0	0	0	0	0
Los Angeles	CA	90020	34.06646	-118.30863	0	0	0	0	0	0	8.33	0	0	0	0	0
Los Angeles	CA	90023	34.023039	-118.20231	0	0	0	0	0	50	66.67	250	0	0	116.67	16.67
Los Angeles	CA	90024	34.063209	-118.43643	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90025	34.045006	-118.44527	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90027	34.111208	-118.28842	0	0	0	0	0	0	88.89	0	0	0	0	0
Los Angeles	CA	90028	34.098859	-118.32745	0	0	8.33	0	16.67	0	16.67	0	0	0	0	0
Los Angeles	CA	90029	34.090259	-118.29455	0	0	83.33	0	150	116.67	900	166.67	0	66.67	333.33	0
Los Angeles	CA	90032	34.08166	-118.17568	0	0	116.67	0	216.67	166.67	1666.67	1200	50	150	750	466.67
Los Angeles	CA	90033	34.050411	-118.21195	0	0	16.67	0	8.33	16.67	200	191.67	0	16.67	66.67	0
Los Angeles	CA	90034	34.03056	-118.39804	0	0	16.67	0	0	0	0	16.67	0	0	0	0
Los Angeles	CA	90035	34.05266	-118.38531	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90036	34.07036	-118.34926	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90041	34.137557	-118.20765	0	0	766.67	0	16.67	50	616.67	33.33	0	0	50	0
Los Angeles	CA	90044	33.953814	-118.29158	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90045	33.960041	-118.3949	0	0	66.67	0	8.33	12.5	541.67	66.67	4.17	0	75	58.33
Los Angeles	CA	90046	34.098908	-118.36241	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90047	33.958464	-118.30998	0	0	33.33	0	111.11	44.44	233.33	100	11.11	0	33.33	0
Los Angeles	CA	90048	34.073759	-118.37376	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90049	34.067409	-118.47528	0	0	16.67	0	0	0	583.33	0	0	0	0	0
Los Angeles	CA	90059	33.927471	-118.24778	0	0	11.11	0	22.22	22.22	100	111.11	0	22.22	44.44	22.22
Los Angeles	CA	90066	34.002011	-118.43083	0	0	0	0	0	0	16.67	0	0	0	0	0
Los Angeles	CA	90068	34.122058	-118.3379	0	0	16.67	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90077	34.101007	-118.45077	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90079	33.786594	-118.298662	0	0	0	0	0	0	0	0	0	0	0	0
Los Angeles	CA	90089	33.786594	-118.298662	0	0	950	0	350	416.67	3583.33	616.67	150	300	1516.67	250
Los Angeles	CA	90095	33.786594	-118.298662	0	0	1983.33	16.67	316.67	416.67	10466.67	1250	83.33	366.67	1933.33	450
Los Angeles	CA	91606	34.185698	-118.38836	0	0	0	0	0	0	0	0	0	0	0	0
Los Lunas	NM	87031	34.786133	-106.70536	0	0	0	0	16.67	16.67	66.67	50	0	0	16.67	0
Loudonville	NY	12211	42.705345	-73.76924	0	0	583.33	0	0	33.33	766.67	16.67	33.33	0	433.33	33.33
Louisburg	NC	27549	36.062239	-78.24953	0	0	66.67	0	11.11	77.78	1988.89	0	0	66.67	166.67	66.67
Louisville	CO	80027	39.963322	-105.15053	0	0	0	0	0	0	33.33	0	0	0	0	0
Louisville	GA	30434	33.008983	-82.378	0	0	0	0	0	0	16.67	0	0	16.67	0	0
Louisville	KY	40202	38.252854	-85.75137	0	0	0	0	46.67	26.67	166.67	33.33	0	13.33	26.67	73.33
Louisville	KY	40203	38.248106	-85.7665	0	0	6.67	0	26.67	20	226.67	13.33	0	0	6.67	0
Louisville	KY	40204	38.23862	-85.72626	0	0	0	0	0	0	16.67	0	0	0	0	0
Louisville	KY	40205	38.22292	-85.68326	0	0	66.67	0	11.11	44.44	88.89	50	11.11	0	72.22	22.22
Louisville	KY	40207	38.257489	-85.65134	0	0	0	0	11.11	0	5.56	0	0	0	0	0
Louisville	KY	40213	38.186126	-85.71304	0	0	0	0	0	0	8.33	0	0	0	0	0
Louisville	KY	40216	38.188886	-85.83137	0	0	5.56	0	55.56	33.33	38.89	5.56	0	0	11.11	0
Louisville	KY	40218	38.193769	-85.65733	0	0	83.33	0	0	50	16.67	0	0	0	0	0
Louisville	KY	40219	38.141638	-85.68218	0	0	0	0	0	0	0	16.67	0	0	0	0
Louisville	KY	40222	38.26507	-85.61319	0	0	0	0	0	0	0	0	0	0	0	0
Louisville	KY	40223	38.258941	-85.55574	0	0	0	0	0	0	11.11	0	0	0	0	0
Louisville	KY	40233	38.188962	-85.676819	0	0	0	0	0	0	0	0	0	0	0	0
Louisville	KY	40245	38.270855	-85.48322	0	0	0	0	0	0	0	0	0	0	0	0
Louisville	KY	40258	38.141719	-85.86375	0	0	0	0	0	0	0	0	0	0	0	0
Louisville	KY	40291	38.147232	-85.59169	0	0	0	0	0	0	16.67	16.67	0	0	0	0
Louisville	KY	40292	38.188962	-85.676819	0	0	150	0	333.33	183.33	2116.67	300	66.67	83.33	1216.67	950
Louisville	KY	40299	38.190568	-85.55348	0	0	0	0	0	0	0	0	0	0	0	0
Loveland	CO	80537	40.383636	-105.10349	0	0	0	0	0	0	0	0	0	0	0	0
Lovelock	NV	89419	40.21672	-118.39475	0	0	0	0	0	0	0	0	0	0	0	0
Lowell	MA	01852	42.634112	-71.29849	0	0	5.56	0	27.78	22.22	77.78	0	0	5.56	5.56	0
Lowell	MA	01854	42.649758	-71.33348	0	0	266.67	0	33.33	383.33	1966.67	466.67	166.67	83.33	400	400
Lower Burrell	PA	15068	40.571108	-79.74226	0	0	0	0	0	0	0	0	0	0	0	0
Lubbock	TX	79401	33.578935	-101.8316	0	0	0	0	0	0	50	0	0	0	0	0
Lubbock	TX	79407	33.567134	-101.98329	0	0	44.44	0	11.11	0	138.89	0	0	0	0	38.89
Lubbock	TX	79409	33.610018	-101.821292	0	0	383.33	0	83.33	266.67	1933.33	233.33	83.33	433.33	6000	10366.67
Lubbock	TX	79410	33.570135	-101.88901	0	0	0	0	0	0	0	0	0	0	0	0
Lubbock	TX	79411	33.570435	-101.86184	0	0	0	0	0	0	50	0	0	0	0	0
Lubbock	TX	79414	33.550335	-101.91661	0	0	0	0	0	0	0	0	0	0	0	0
Lubbock	TX	79416	33.591877	-101.94754	0	0	0	0	0	0	16.67	0	0	0	0	0
Lubbock	TX	79430	33.610018	-101.821292	0	0	0	0	0	0	150	0	0	16.67	66.67	16.67
Lucasville	OH	45648	38.911803	-82.98836	0	0	0	0	0	0	133.33	0	0	0	0	0
Lucedale	MS	39452	30.873353	-88.58869	0	0	0	0	0	0	0	0	0	0	16.67	0
Ludlow	MA	01056	42.174893	-72.47068	0	0	0	0	0	0	0	0	0	0	0	0
Lufkin	TX	75904	31.339891	-94.76295	0	0	0	0	0	0	33.33	8.33	0	0	8.33	8.33
Luke Afb	AZ	85309	33.533985	-112.37688	0	0	0	0	0	0	8.33	0	0	0	0	0
Lumberton	NC	28360	34.659575	-79.06282	0	0	16.67	0	66.67	33.33	200	0	0	133.33	166.67	16.67
Luray	VA	22835	38.665615	-78.45621	0	0	0	0	0	0	0	0	0	0	0	0
Luverne	MN	56156	43.653947	-96.2303	0	0	0	0	0	0	0	0	0	0	0	0
Lynchburg	VA	24501	37.390209	-79.16132	0	0	129.17	4.17	20.83	104.17	370.83	20.83	4.17	20.83	358.33	354.17
Lynchburg	VA	24502	37.362109	-79.21525	4.17	0	70.83	0	12.5	20.83	183.33	25	87.5	4.17	16.67	70.83
Lynchburg	VA	24503	37.440641	-79.20923	0	0	200	0	0	116.67	200	0	16.67	0	183.33	16.67
Lyndhurst	OH	44124	41.513752	-81.47281	0	0	0	0	0	0	0	0	0	0	0	0
