city	state	zip	latitude	longitude	avgMurderCount	avgNegligentManSlaughter	avgForcibleSexOffense	avgNonForcibleSexOffense	avgRobbery	avgAggravatedAssault	avgBurglary	avgVehicleTheft	avgArson	avgWeaponOffense	avgDrugViolations	avgLiquorViolations
Georgetown	SC	29440	33.38934	-79.32638	0	0	0	0	0	0	33.33	16.67	0	0	0	0
Georgetown	TX	78626	30.643058	-97.64713	0	0	77.78	0	11.11	66.67	311.11	66.67	0	0	66.67	33.33
Germantown	MD	20876	39.191769	-77.24329	0	0	66.67	0	16.67	0	116.67	33.33	0	0	0	0
Gettsville	NY	14068	43.02534	-78.76241	0	0	0	0	0	0	0	0	0	0	0	0
Gettysburg	PA	17325	39.827337	-77.22904	0	0	200	0	6.67	20	366.67	20	6.67	0	300	1306.67
Getzville	NY	14068	43.02534	-78.76241	0	0	0	0	16.67	0	0	0	0	0	0	0
Gilbertown	AL	36908	31.891177	-88.28508	0	0	0	0	0	0	0	0	0	0	0	0
Gillette	WY	82718	43.939968	-105.52445	0	0	33.33	0	0	0	133.33	0	0	0	100	466.67
Gilroy	CA	95020	37.016943	-121.56581	0	0	0	0	0	0	250	8.33	8.33	8.33	41.67	0
Girard	PA	16417	41.979	-80.3098	0	0	0	0	0	0	0	0	0	0	0	0
Gladstone	MO	64118	39.213082	-94.57248	0	0	0	0	0	0	0	0	0	0	0	0
Glasgow	KY	42141	36.970776	-85.91232	0	0	0	0	0	0	0	0	0	0	0	0
Glassboro	NJ	08028	39.700008	-75.11951	0	0	283.33	0	100	300	1533.33	133.33	16.67	100	2533.33	1416.67
Glen Allen	VA	23059	37.686152	-77.53651	0	0	0	0	0	0	0	0	0	0	0	0
Glen Allen	VA	23060	37.661647	-77.52632	0	0	0	0	6.67	0	0	0	0	0	0	0
Glen Cove	NY	11542	40.864757	-73.62609	0	0	0	0	33.33	0	33.33	0	0	0	0	83.33
Glen Dale	WV	26038	39.951586	-80.74994	0	0	0	0	116.67	0	0	0	0	0	16.67	0
Glen Ellyn	IL	60137	41.869779	-88.06285	0	0	66.67	0	33.33	50	633.33	0	0	0	983.33	50
Glendale	AZ	85301	33.534128	-112.1767	0	0	0	0	0	33.33	50	16.67	0	0	33.33	0
Glendale	AZ	85302	33.568143	-112.17699	0	0	0	0	16.67	75	83.33	250	0	16.67	200	16.67
Glendale	AZ	85306	33.624546	-112.1767	0	0	0	0	8.33	75	416.67	133.33	8.33	0	83.33	425
Glendale	AZ	85308	33.657722	-112.17825	0	0	0	0	0	0	33.33	50	0	0	0	0
Glendale	AZ	85309	33.533985	-112.37688	0	0	0	0	0	0	0	0	0	0	0	0
Glendale	CA	91020	34.211494	-118.23104	0	0	0	0	0	0	0	0	0	0	0	0
Glendale	CA	91201	34.17013	-118.29158	0	0	0	0	0	0	83.33	0	0	0	0	0
Glendale	CA	91204	34.135259	-118.25948	0	0	0	0	0	0	0	0	0	0	0	0
Glendale	CA	91205	34.138514	-118.243	0	0	0	0	0	0	33.33	0	0	0	0	16.67
Glendale	CA	91208	34.189605	-118.22857	0	0	50	0	50	116.67	450	150	0	50	216.67	83.33
Glendale	NY	11375	40.720535	-73.84582	0	0	0	0	0	16.67	0	0	0	0	0	0
Glendale	WI	53217	43.14351	-87.90894	0	0	0	0	0	0	11.11	44.44	0	0	11.11	0
Glendale Heights	IL	60139	41.920228	-88.07891	0	0	11.11	0	0	22.22	11.11	0	0	11.11	0	0
Glendive	MT	59330	47.107345	-104.72683	0	0	16.67	0	0	50	150	16.67	0	0	83.33	333.33
Glendora	CA	91741	34.140207	-117.85704	0	0	66.67	0	66.67	400	316.67	433.33	0	0	266.67	266.67
Glenfield	NY	13343	43.743932	-75.34971	0	0	0	0	0	0	0	0	0	0	0	0
Glenns	VA	23149	37.5787	-76.60916	0	0	0	0	0	0	0	0	0	0	0	0
Glenolden	PA	19130	39.968262	-75.17222	0	0	0	0	0	0	0	0	0	0	0	0
Glens Falls	NY	12801	43.312104	-73.64825	0	0	0	0	0	0	0	0	0	0	0	0
Glenside	PA	19038	40.10346	-75.16829	0	0	28.57	0	9.52	4.76	157.14	9.52	4.76	0	19.05	14.29
Glenville	WV	26351	38.939952	-80.84886	0	0	66.67	0	0	100	783.33	0	0	0	183.33	100
Glenwood Springs	CO	81601	39.533318	-107.32107	0	0	0	0	0	8.33	25	0	0	0	366.67	16.67
Gloucester	NJ	08030	39.891113	-75.11836	0	0	0	0	0	0	0	0	0	0	0	0
Gloucester	VA	23062	37.257466	-76.49661	0	0	0	0	0	0	0	0	0	0	0	0
Gloucester Point	VA	23062	37.257466	-76.49661	0	0	0	0	0	0	0	0	0	0	0	0
Glyndon	MN	56547	46.884481	-96.56301	0	0	0	0	0	0	0	0	0	0	0	0
Godfrey	IL	62035	38.947841	-90.2216	0	0	8.33	0	16.67	66.67	58.33	0	16.67	8.33	50	16.67
Gold River	CA	95670	38.605355	-121.28247	0	0	0	0	0	0	0	0	0	0	0	0
Golden	CO	80401	39.735745	-105.19337	0	0	50	0	0	33.33	466.67	83.33	50	50	633.33	2200
Goldsboro	NC	27530	35.384344	-78.00893	0	0	0	0	0	0	0	0	0	0	0	0
Goldsboro	NC	27533	35.372045	-78.052422	0	0	0	0	0	0	0	16.67	16.67	216.67	166.67	66.67
Goldsboro	NC	27534	35.377069	-77.92463	0	0	0	0	0	0	0	0	0	0	0	0
Gonzales	TX	78629	29.510439	-97.45352	0	0	0	0	0	0	33.33	0	0	0	0	16.67
Goochland	VA	23063	37.69536	-77.99793	0	0	0	0	0	0	0	0	16.67	0	16.67	0
Goodfellow Afb	TX	76908	31.39577	-100.68959	0	0	0	0	0	0	0	0	0	0	0	0
Gooding	ID	83330	42.944346	-114.70605	0	0	0	0	0	0	0	0	0	0	0	0
Goodland	KS	67735	39.332837	-101.75422	0	0	16.67	0	0	0	266.67	0	0	0	0	166.67
Goodman	MS	39079	32.940348	-89.89824	0	0	16.67	0	50	166.67	633.33	16.67	0	16.67	166.67	33.33
Goodwell	OK	73939	36.691413	-101.738	0	0	33.33	0	0	50	683.33	0	0	16.67	100	283.33
Goodyear	AZ	85338	33.430922	-112.38482	0	0	0	0	0	0	0	0	0	0	0	0
Goose Creek	SC	29445	32.991185	-80.02347	0	0	0	0	0	0	0	0	0	0	0	0
Gorham	ME	04038	43.697118	-70.46301	0	0	633.33	0	0	33.33	233.33	33.33	233.33	33.33	2683.33	6533.33
Goshen	IN	46526	41.567559	-85.84885	0	0	0	0	0	0	0	0	0	0	0	0
Goshen	NY	10924	41.38928	-74.3337	0	0	0	0	0	0	0	0	0	0	0	0
Graceville	FL	32440	30.935306	-85.52171	0	0	0	0	0	0	66.67	0	0	0	0	0
Grafton	WI	53024	43.32546	-87.94573	0	0	0	0	0	0	0	0	0	0	0	0
Graham	NC	27253	36.031837	-79.37815	0	0	50	0	0	33.33	16.67	50	0	33.33	66.67	0
Graham	TX	76450	33.081863	-98.60091	0	0	0	0	0	0	0	0	0	0	0	0
Grambling	LA	71245	32.526277	-92.71794	0	0	116.67	16.67	483.33	1283.33	4283.33	150	0	516.67	1816.67	433.33
Granada Hills	CA	91344	34.277648	-118.50047	0	0	0	0	0	0	0	0	0	0	0	0
Grand Blanc	MI	48439	42.925677	-83.63585	0	0	0	0	0	0	16.67	0	0	0	0	0
Grand Chute	WI	54914	44.267411	-88.4383	0	0	0	0	0	0	0	0	0	0	0	0
Grand Forks	ND	58201	47.899217	-97.05896	0	0	0	0	0	0	16.67	0	0	0	0	0
Grand Forks	ND	58202	47.920679	-97.07228	0	0	466.67	0	0	100	1166.67	116.67	116.67	100	4950	9366.67
Grand Forks Afb	ND	58205	47.933481	-97.394446	0	0	0	0	0	0	0	0	0	0	0	0
Grand Islan	NE	68801	40.922826	-98.33087	0	0	0	0	0	0	0	0	0	0	0	0
Grand Island	NE	68801	40.922826	-98.33087	0	0	0	0	0	0	0	0	0	0	0	0
Grand Island	NE	68802	40.872457	-98.50213	0	0	0	0	0	0	66.67	0	0	0	0	16.67
Grand Island	NE	68803	40.916866	-98.38749	0	0	0	0	0	0	0	0	0	0	0	0
Grand Junction	CO	81501	39.072831	-108.55	0	0	200	0	50	116.67	1116.67	183.33	50	33.33	4850	2666.67
Grand Junction	CO	81504	39.085481	-108.49019	0	0	0	0	0	0	0	0	0	0	0	0
Grand Junction	CO	81505	39.112514	-108.60506	0	0	0	0	0	0	0	0	0	16.67	0	16.67
Grand Junction	CO	81506	39.106039	-108.54679	0	0	0	0	0	0	33.33	0	0	0	0	0
Grand Prairie	TX	75050	32.759922	-97.01216	0	0	0	0	0	8.33	8.33	8.33	0	0	8.33	0
Grand Prairie	TX	75051	32.728982	-97.00428	0	0	0	0	0	0	0	0	0	0	0	0
Grand Prairie	TX	75052	32.675604	-97.02346	0	0	0	0	0	16.67	50	50	0	0	0	0
Grand Rapids	MI	49503	42.964176	-85.65885	0	0	0	0	5.13	7.69	2.56	0	2.56	7.69	53.85	10.26
Grand Rapids	MI	49504	42.977925	-85.69733	0	0	0	0	11.11	22.22	0	33.33	0	0	11.11	22.22
Grand Rapids	MI	49506	42.945727	-85.61899	0	0	66.67	0	50	16.67	583.33	83.33	0	0	66.67	0
Grand Rapids	MI	49507	42.933077	-85.65435	0	0	0	0	0	0	0	0	0	0	0	0
Grand Rapids	MI	49508	42.876661	-85.62856	0	0	0	0	0	0	0	0	0	0	0	0
Grand Rapids	MI	49512	42.888821	-85.5616	0	0	100	0	0	16.67	233.33	0	0	0	33.33	0
Grand Rapids	MI	49525	43.022199	-85.61168	0	0	8.33	0	0	4.17	4.17	0	0	0	0	0
Grand Rapids	MI	49544	42.999561	-85.75371	0	0	0	0	0	0	0	0	0	0	0	0
Grand Rapids	MI	49546	42.927801	-85.54582	0	0	12.5	0	4.17	8.33	295.83	12.5	0	16.67	12.5	62.5
Grand Rapids	MN	55744	47.243062	-93.52599	0	0	0	0	0	16.67	0	16.67	0	0	66.67	0
Grandview	WA	98930	46.260129	-119.90614	0	0	0	0	0	0	33.33	0	0	0	0	0
Grandview Heights	OH	43212	39.988114	-83.04268	0	0	0	0	0	0	0	0	0	0	0	0
Granger	IN	46530	41.741872	-86.13717	0	0	0	0	0	0	0	0	0	0	0	0
Granite City	IL	62040	38.720938	-90.11431	0	0	0	0	0	0	83.33	0	0	0	0	0
Granite Falls	MN	56241	44.794723	-95.56737	0	0	0	0	0	0	0	0	0	0	0	0
Graniteville	SC	29829	33.566349	-81.84119	0	0	0	0	0	0	0	0	0	0	0	0
Grantham	PA	17027	40.153656	-76.9963	0	0	150	0	0	0	133.33	50	16.67	0	216.67	633.33
Grants	NM	87020	35.122129	-107.90777	0	0	0	0	0	0	150	16.67	16.67	0	16.67	0
Grants Pass	OR	97526	42.4631	-123.33162	0	0	0	0	16.67	0	0	0	0	0	0	0
Grants Pass	OR	97527	42.405162	-123.3624	0	0	0	0	0	33.33	16.67	16.67	0	0	16.67	0
Grantsboro	NC	28529	35.085784	-76.86135	0	0	0	0	0	0	16.67	0	0	0	0	0
Granville	OH	43023	40.070985	-82.52134	0	0	700	0	0	383.33	833.33	0	383.33	0	1000	1233.33
Grass Valley	CA	95945	39.202725	-121.02076	0	0	0	0	0	0	0	0	0	0	0	0
Gray	TN	37615	36.405338	-82.44593	0	0	0	0	0	0	0	0	0	0	0	0
Grayslake	IL	60030	42.338955	-88.03433	0	0	83.33	0	33.33	66.67	150	50	0	83.33	583.33	100
Grayson	KY	41143	38.323106	-82.94997	0	0	0	0	0	0	0	0	0	0	0	0
Great Barrington	MA	01230	42.189715	-73.35249	0	0	83.33	0	0	0	350	0	0	0	33.33	0
Great Bend	KS	67530	38.363151	-98.78495	0	0	0	0	0	16.67	283.33	16.67	0	0	33.33	0
Great Falls	MT	59401	47.509157	-111.27408	0	0	0	0	0	0	0	0	0	0	0	0
Great Falls	MT	59405	47.476152	-111.26909	0	0	0	0	20	20	40	13.33	0	0	13.33	6.67
Great Falls	VA	22066	39.003809	-77.30165	0	0	0	0	0	0	0	0	0	0	0	0
Great Lakes	IL	60088	42.312372	-87.85284	0	0	0	0	0	0	0	0	0	0	0	0
Greeley	CO	80631	40.421845	-104.69175	0	0	0	0	8.33	0	0	0	0	0	0	0
Greeley	CO	80632	40.376626	-104.762899	0	0	0	0	0	0	0	0	0	50	33.33	16.67
Greeley	CO	80634	40.407853	-104.75498	0	0	0	0	0	0	0	0	0	0	0	0
Greeley	CO	80639	40.399281	-104.70172	0	0	400	0	83.33	183.33	1733.33	100	66.67	50	9583.33	16016.67
Green Bay	WI	54303	44.530892	-88.04482	0	0	0	0	0	0	0	0	0	0	0	0
Green Bay	WI	54304	44.499346	-88.06318	0	0	0	0	0	0	0	0	0	0	0	0
Green Bay	WI	54307	44.460064	-88.007382	0	0	33.33	0	0	0	0	16.67	0	0	0	0
Green Bay	WI	54311	44.485243	-87.92232	0	0	166.67	0	0	40	53.33	33.33	0	60	733.33	3120
Green Bay	WI	54313	44.564261	-88.10326	0	0	0	0	0	0	0	0	0	0	0	0
Green River	WY	82935	41.659162	-109.63919	0	0	0	0	0	0	16.67	0	0	0	0	0
Greenacres	FL	33413	26.668944	-80.14721	0	0	0	0	0	0	0	0	0	0	0	0
Greencastle	IN	46135	39.652374	-86.87361	0	0	700	0	16.67	16.67	1183.33	16.67	16.67	0	633.33	1183.33
Greeneville	TN	37743	36.102325	-82.85446	0	0	100	0	16.67	0	2366.67	0	0	33.33	100	33.33
Greeneville	TN	37843	36.013728	-83.05351	0	0	0	0	0	0	16.67	0	0	0	0	0
Greenfield	IN	46140	39.799143	-85.78446	0	0	0	0	0	0	0	0	0	0	0	0
Greenfield	MA	01301	42.605524	-72.60098	0	0	0	0	0	0	116.67	0	0	0	0	0
Greenfield	WI	53220	42.969115	-87.99141	0	0	0	0	16.67	8.33	0	0	0	0	0	0
Greenfield	WI	53228	42.966681	-88.03798	0	0	0	0	0	0	0	0	0	0	0	0
Greensboro	GA	30642	33.547041	-83.19797	0	0	0	0	0	0	0	0	0	0	0	0
Greensboro	NC	27401	36.071135	-79.77468	0	0	33.33	0	16.67	25	216.67	0	8.33	0	16.67	16.67
Greensboro	NC	27402	36.106711	-79.791901	0	0	116.67	0	116.67	100	2366.67	216.67	16.67	533.33	7200	8433.33
Greensboro	NC	27403	36.064485	-79.82206	0	0	0	0	0	0	0	0	0	0	0	0
Greensboro	NC	27405	36.107499	-79.75242	0	0	11.11	0	11.11	33.33	11.11	11.11	0	22.22	77.78	11.11
Greensboro	NC	27407	36.025379	-79.87112	0	0	0	0	0	0	0	0	0	0	0	0
Greensboro	NC	27409	36.083885	-79.94122	0	0	0	0	5.56	0	0	0	0	5.56	0	0
Greensboro	NC	27410	36.116854	-79.88291	0	0	83.33	0	83.33	33.33	1350	33.33	0	33.33	50	0
Greensboro	NC	27411	36.080707	-80.0244	0	0	233.33	0	300	200	1400	433.33	100	716.67	2400	900
Greensburg	LA	70441	30.867259	-90.74688	0	0	0	0	0	0	0	0	0	0	0	0
Greensburg	PA	15601	40.298765	-79.54126	0	0	44.44	0	3.7	22.22	351.85	3.7	0	0	96.3	125.93
Greenville	AL	36037	31.8007	-86.60591	0	0	0	0	0	0	0	0	0	0	0	0
Greenville	GA	30222	33.034761	-84.73593	0	0	0	0	0	0	0	0	0	0	0	0
Greenville	IL	62246	38.889355	-89.40987	0	0	0	0	0	0	1016.67	33.33	0	0	16.67	16.67
Greenville	MS	38701	33.380388	-91.05187	0	0	0	0	0	0	33.33	0	0	0	0	0
Greenville	NC	27834	35.626653	-77.37896	0	0	11.11	0	0	0	44.44	22.22	0	11.11	33.33	0
Greenville	NC	27858	35.579216	-77.33836	0	0	250	0	50	61.11	500	50	38.89	227.78	2833.33	5988.89
Greenville	OH	45331	40.094141	-84.63574	0	0	0	0	0	0	0	0	0	0	0	0
Greenville	PA	16125	41.403462	-80.37424	0	0	66.67	16.67	0	16.67	316.67	0	0	0	1016.67	1150
Greenville	SC	29601	34.848301	-82.40578	0	0	0	0	0	0	0	0	16.67	0	0	0
Greenville	SC	29606	34.849745	-82.453779	0	0	0	0	0	0	0	50	0	0	16.67	16.67
Greenville	SC	29607	34.825592	-82.34099	0	0	7.69	0	7.69	43.59	217.95	25.64	0	23.08	125.64	43.59
Greenville	SC	29611	34.840717	-82.44234	0	0	0	0	0	0	0	0	0	0	0	0
Greenville	SC	29613	34.924876	-82.433132	0	0	366.67	0	16.67	200	916.67	666.67	33.33	66.67	150	200
Greenville	SC	29614	34.872423	-82.362585	0	0	166.67	0	0	0	2200	0	0	0	0	0
Greenville	SC	29615	34.866801	-82.31739	0	0	0	0	0	0	0	0	0	0	8.33	0
Greenville	SC	29617	34.897829	-82.447	0	0	0	0	16.67	16.67	66.67	0	0	0	0	0
Greenville	TX	75402	33.082411	-96.08977	0	0	0	0	0	0	0	0	0	0	0	0
Greenwood	IN	46143	39.601649	-86.12734	0	0	0	0	0	0	0	0	0	0	0	0
Greenwood	SC	29646	34.169781	-82.15474	0	0	0	0	0	0	0	0	0	0	0	0
Greenwood	SC	29648	34.21241	-82.168139	0	0	0	0	16.67	0	16.67	0	0	0	0	0
Greenwood	SC	29649	34.225872	-82.15614	0	0	83.33	0	16.67	16.67	600	50	0	166.67	850	4633.33
Greenwood Village	CO	80111	39.610431	-104.88139	0	0	0	0	0	0	0	0	0	0	0	0
Greenwood Village	CO	80112	39.579454	-104.88288	0	0	0	0	0	0	0	0	0	0	0	0
Greer	SC	29651	34.937356	-82.22117	0	0	0	0	0	0	33.33	0	0	0	0	0
Grenada	MS	38901	33.77132	-89.80301	0	0	0	0	0	0	0	0	0	0	0	0
Gresham	OR	97030	45.507752	-122.4323	0	0	33.33	0	25	33.33	141.67	908.33	25	16.67	25	0
Gretna	LA	70053	29.915355	-90.05335	0	0	0	0	0	0	16.67	0	0	0	0	0
Gretna	LA	70056	29.894261	-90.03072	0	0	0	0	0	0	0	0	0	0	0	0
Griffin	GA	30223	33.268185	-84.27306	0	0	66.67	0	0	16.67	0	33.33	0	83.33	83.33	16.67
Grinnell	IA	50112	41.736434	-92.72123	0	0	616.67	0	16.67	16.67	1350	83.33	983.33	16.67	766.67	616.67
Griswold	CT	06351	41.604341	-71.97599	0	0	0	0	0	0	0	0	0	0	0	0
Groton	CT	06340	41.345331	-72.04524	0	0	0	0	0	0	5.56	0	0	0	0	5.56
Grove	OK	74344	36.599689	-94.76673	0	0	0	0	0	0	0	0	0	0	0	0
Grove	OK	74345	36.603587	-94.72974	0	0	0	0	0	0	0	0	0	0	0	0
Grove City	OH	43123	39.88628	-83.07989	0	0	0	0	0	0	0	0	0	0	0	0
Groveport	OH	43125	39.852363	-82.89589	0	0	0	0	0	22.22	33.33	0	0	0	22.22	0
Grundy	VA	24614	37.296213	-82.05775	0	0	0	0	0	0	0	0	0	0	0	0
Guadalupe	AZ	85283	33.365951	-111.93155	0	0	0	0	0	0	0	0	0	0	0	0
Guilford	CT	06437	41.31353	-72.69791	0	0	0	0	0	0	0	0	0	0	0	0
Gulfport	FL	33707	27.756505	-82.71764	0	0	33.33	0	0	0	0	100	16.67	0	0	0
Gulfport	MS	39501	30.380597	-89.09626	0	0	0	0	6.67	0	6.67	0	0	0	0	0
Gulfport	MS	39503	30.461786	-89.10381	0	0	0	0	0	0	0	0	0	0	0	0
Gulfport	MS	39507	30.397044	-89.03998	0	0	0	0	0	0	41.67	0	0	16.67	8.33	0
Gunnison	CO	81231	38.702309	-106.940201	0	0	50	0	16.67	33.33	433.33	33.33	16.67	0	2966.67	1600
Gurnee	IL	60015	42.169325	-87.86556	0	0	0	0	0	0	116.67	0	0	0	0	0
Gurnee	IL	60031	42.375821	-87.93517	0	0	0	0	0	0	0	0	0	0	0	0
Gwynedd Valley	PA	19437	40.183763	-75.26271	0	0	66.67	0	0	16.67	516.67	0	0	0	50	33.33
Hackensack	NJ	07601	40.888678	-74.0488	0	0	0	0	28.57	4.76	23.81	0	0	0	0	0
Hackettstown	NJ	07840	40.861748	-74.83054	0	0	183.33	0	0	33.33	166.67	0	0	0	300	16.67
Hagerstown	MD	21740	39.633946	-77.73025	0	0	0	0	0	0	0	0	0	0	0	0
Hagerstown	MD	21742	39.658897	-77.68297	0	0	8.33	0	0	8.33	83.33	25	0	0	25	0
Hailey	ID	83333	43.527659	-114.31153	0	0	0	0	0	0	33.33	0	0	0	33.33	0
Hallettsville	TX	77964	29.369619	-96.86644	0	0	0	0	0	0	0	0	0	0	0	0
Haltom City	TX	76117	32.805379	-97.27036	0	0	0	0	0	0	33.33	0	0	0	0	0
Hamburg	NY	14075	42.734051	-78.8413	0	0	0	0	0	0	200	0	0	0	50	0
Hamden	CT	06514	41.357947	-72.93765	0	0	0	0	4.76	0	4.76	0	0	0	0	0
Hamden	CT	06518	41.413114	-72.90409	0	0	216.67	0	0	183.33	433.33	0	0	0	383.33	0
Hamilton	MT	59840	46.214883	-114.14786	0	0	0	0	0	16.67	0	0	0	16.67	0	0
Hamilton	NJ	08619	40.240558	-74.69588	0	0	0	0	0	0	0	0	0	0	0	0
Hamilton	NY	13346	42.820826	-75.54012	0	0	366.67	0	33.33	66.67	1233.33	66.67	33.33	50	166.67	83.33
Hamilton	OH	45011	39.404856	-84.52271	0	0	0	0	8.33	0	16.67	16.67	0	0	16.67	0
Hamlet	NC	28345	34.879186	-79.69001	0	0	0	0	0	33.33	0	0	0	0	133.33	0
Hammond	IN	46323	41.587718	-87.45528	0	0	66.67	0	33.33	183.33	916.67	83.33	0	0	66.67	116.67
Hammond	IN	46324	41.583535	-87.50391	0	0	0	0	16.67	0	0	66.67	0	0	0	0
Hammond	LA	70401	30.517866	-90.47254	0	0	0	0	0	0	0	0	0	0	0	0
Hammond	LA	70402	30.513982	-90.480403	0	0	200	0	250	183.33	2083.33	200	50	66.67	1450	800
Hammond	LA	70403	30.484785	-90.4762	0	0	0	0	0	16.67	0	0	0	0	0	0
Hampden-Sydney	VA	23943	37.241732	-78.4632	0	0	116.67	0	0	33.33	866.67	50	83.33	0	1833.33	3916.67
Hampton	VA	23665	37.098317	-76.4196	0	0	0	0	0	0	0	0	0	0	0	0
Hampton	VA	23666	37.050946	-76.40711	0	0	0	0	16.67	0	8.33	50	0	0	33.33	0
Hampton	VA	23668	37.020596	-76.337715	0	0	0	0	116.67	516.67	3150	33.33	0	100	500	1383.33
Hampton	VA	23669	37.037946	-76.34415	0	0	0	0	0	0	0	0	0	0	0	0
Hana	HI	96713	20.739217	-156.03893	0	0	0	0	0	0	0	0	0	0	0	0
Hanceville	AL	35077	34.043589	-86.80644	0	0	0	0	16.67	16.67	66.67	16.67	0	16.67	116.67	50
Hancock	MI	49930	47.145007	-88.57829	0	0	33.33	0	0	16.67	366.67	0	0	50	66.67	400
Hanford	CA	93230	36.327063	-119.6451	0	0	0	0	0	0	0	16.67	0	0	0	0
Hannibal	MO	63401	39.695798	-91.40084	0	0	0	0	0	0	120	0	6.67	20	20	0
Hanover	IN	47243	38.699654	-85.47234	0	0	183.33	0	0	166.67	866.67	0	33.33	33.33	350	466.67
Hanover	NH	03755	43.719756	-72.2507	0	0	1550	0	16.67	0	983.33	50	133.33	0	950	6383.33
Hanover	PA	17331	39.795301	-76.97727	0	0	0	0	0	8.33	8.33	0	0	41.67	25	0
Hanover Park	IL	60133	41.980896	-88.144475	0	0	0	0	0	0	0	0	0	0	16.67	0
Harahan	LA	70123	29.952605	-90.20536	0	0	0	0	0	0	0	0	0	0	0	0
Harlan	IA	51537	41.638566	-95.29692	0	0	0	0	0	0	0	0	0	0	0	0
Harlan	KY	40831	36.828285	-83.31856	0	0	0	0	0	0	8.33	0	0	0	8.33	0
Harlem	MT	59526	48.483212	-108.72208	0	0	0	0	0	0	0	0	0	0	0	0
Harlingen	TX	78550	26.206602	-97.68776	0	0	12.5	0	4.17	25	66.67	12.5	0	12.5	483.33	170.83
Harper Woods	MI	48225	42.438186	-82.9283	0	0	0	0	0	0	0	16.67	0	0	0	0
Harriman	TN	37748	35.930801	-84.53135	0	0	8.33	0	0	0	58.33	16.67	0	8.33	0	0
Harrisburg	IL	62946	37.725834	-88.54208	0	0	0	0	0	0	116.67	16.67	0	0	0	0
Harrisburg	PA	17101	40.261839	-76.88279	0	0	0	0	0	0	0	0	0	0	0	0
Harrisburg	PA	17109	40.290439	-76.82841	0	0	0	0	0	0	0	0	0	0	16.67	0
Harrisburg	PA	17110	40.300738	-76.88528	0	0	20	0	6.67	6.67	20	6.67	0	0	26.67	0
Harrisburg	PA	17111	40.264389	-76.80298	0	0	0	0	0	0	11.11	11.11	0	0	0	0
Harrisburg	PA	17112	40.343261	-76.7808	0	0	0	0	0	0	0	0	0	0	0	0
Harrison	AR	72601	36.236984	-93.09345	0	0	0	0	0	16.67	166.67	16.67	0	0	50	16.67
Harrison	MI	48625	44.052759	-84.83959	0	0	0	0	0	0	0	33.33	0	0	0	0
Harrisonburg	VA	22802	38.477752	-78.86302	0	0	16.67	0	0	8.33	108.33	16.67	0	0	41.67	8.33
Harrisonburg	VA	22807	38.440898	-78.874173	0	0	350	0	16.67	100	2000	100	33.33	0	5116.67	7750
Harrisonville	MO	64701	38.641509	-94.34126	0	0	0	0	0	0	16.67	0	0	0	16.67	0
Harrogate	TN	37752	36.581713	-83.61278	0	0	16.67	0	0	16.67	50	0	0	0	83.33	116.67
Hartford	CT	06103	41.767049	-72.67433	0	0	0	0	16.67	83.33	33.33	33.33	0	16.67	16.67	0
Hartford	CT	06105	41.771166	-72.70255	0	0	33.33	0	11.11	11.11	172.22	16.67	5.56	5.56	122.22	0
Hartford	CT	06106	41.7469	-72.69593	0	0	458.33	0	150	141.67	1000	258.33	25	66.67	225	16.67
Hartford	CT	06112	41.793299	-72.6954	0	0	0	0	0	0	16.67	0	0	0	0	0
Hartford	CT	06120	41.784794	-72.67378	0	0	0	0	0	0	0	0	0	0	0	0
Hartsville	SC	29550	34.386728	-80.08256	0	0	0	0	16.67	0	0	0	0	0	0	0
Hartsville	TN	37074	36.407653	-86.15305	0	0	0	0	16.67	0	0	0	0	0	0	0
Hartwell	GA	30643	34.366948	-82.9201	0	0	0	0	0	0	0	0	0	0	0	0
Harvey	IL	60426	41.609078	-87.66264	0	0	0	0	66.67	0	0	300	0	0	0	0
Harvey	LA	70058	29.878578	-90.06903	0	0	0	0	0	0	0	0	0	0	0	0
Haskell	NJ	07420	41.026747	-74.29742	0	0	0	0	0	0	0	0	0	0	0	0
Hastings	MI	49058	42.64275	-85.29296	0	0	0	0	0	0	0	0	0	0	0	0
Hastings	MN	55033	44.726517	-92.86147	0	0	0	0	0	0	0	0	0	0	0	0
Hastings	NE	68901	40.589299	-98.38131	0	0	25	0	0	0	8.33	16.67	0	0	16.67	0
Hastings	NE	68902	40.589594	-98.397248	0	0	0	0	0	0	133.33	0	0	0	266.67	33.33
Hatfield	PA	19440	40.278294	-75.29479	0	0	0	0	0	0	0	0	0	0	0	0
Hattiesburg	MS	39401	31.285508	-89.2799	0	0	0	0	0	0	16.67	20.83	0	8.33	12.5	8.33
Hattiesburg	MS	39402	31.325437	-89.37926	0	0	0	0	0	0	0	0	0	0	0	0
Hattiesburg	MS	39406	31.172142	-89.294772	0	0	33.33	0	133.33	133.33	866.67	316.67	250	216.67	766.67	716.67
Hauppauge	NY	11788	40.819266	-73.20967	0	0	0	0	0	0	0	0	0	0	0	0
Havana	FL	32333	30.607352	-84.41376	0	0	0	0	0	0	0	0	0	0	0	0
Havana	IL	62644	40.296415	-90.05163	0	0	0	0	0	0	0	0	0	0	0	0
Havelock	NC	28532	34.884421	-76.88972	0	0	0	0	0	0	0	0	0	0	0	0
Haverford	PA	19041	40.012661	-75.3088	0	0	500	0	50	33.33	983.33	0	0	0	50	3466.67
